"","GENEID","TXCHROM"
"2764","YHR149C","chrVIII"
"2765","YHR150W","chrVIII"
"2766","YHR151C","chrVIII"
"2767","YHR152W","chrVIII"
"2768","YHR153C","chrVIII"
"2769","YHR154W","chrVIII"
"2770","YHR155W","chrVIII"
"2771","YHR156C","chrVIII"
"2772","YHR157W","chrVIII"
"2773","YHR158C","chrVIII"
"2774","YHR159W","chrVIII"
"2775","YHR160C","chrVIII"
"2776","YHR161C","chrVIII"
"2777","YHR162W","chrVIII"
"2778","YHR163W","chrVIII"
"2779","YHR164C","chrVIII"
"2780","YHR165C","chrVIII"
"2781","YHR166C","chrVIII"
"2782","YHR167W","chrVIII"
"2783","YHR168W","chrVIII"
"2784","YHR169W","chrVIII"
"2785","YHR170W","chrVIII"
"2786","YHR171W","chrVIII"
"2787","YHR172W","chrVIII"
"2788","YHR173C","chrVIII"
"2789","YHR174W","chrVIII"
"2790","YHR175W","chrVIII"
"2791","YHR175W-A","chrVIII"
"2792","YHR176W","chrVIII"
"2793","YHR177W","chrVIII"
"2794","YHR178W","chrVIII"
"2795","YHR179W","chrVIII"
"2796","YHR180W","chrVIII"
"2797","YHR180W-A","chrVIII"
"2798","YHR181W","chrVIII"
"2799","YHR182W","chrVIII"
"2800","YHR183W","chrVIII"
"2801","YHR184W","chrVIII"
"2802","YHR185C","chrVIII"
"2803","YHR186C","chrVIII"
"2804","YHR187W","chrVIII"
"2805","YHR188C","chrVIII"
"2806","YHR189W","chrVIII"
"2807","YHR190W","chrVIII"
"2808","YHR191C","chrVIII"
"2809","YHR192W","chrVIII"
"2810","YHR193C","chrVIII"
"2811","YHR194W","chrVIII"
"2812","YHR195W","chrVIII"
"2813","YHR196W","chrVIII"
"2814","YHR197W","chrVIII"
"2815","YHR198C","chrVIII"
"2816","YHR199C","chrVIII"
"2817","YHR199C-A","chrVIII"
"2818","YHR200W","chrVIII"
"2819","YHR201C","chrVIII"
"2820","YHR202W","chrVIII"
"2821","YHR203C","chrVIII"
"2822","YHR204W","chrVIII"
"2823","YHR205W","chrVIII"
"2824","YHR206W","chrVIII"
"2825","YHR207C","chrVIII"
"2826","YHR208W","chrVIII"
"2827","YHR209W","chrVIII"
"2828","YHR210C","chrVIII"
"2829","YHR211W","chrVIII"
"2830","YHR213W-A","chrVIII"
"2831","YHR213W-B","chrVIII"
"2832","YHR214C-E","chrVIII"
"2833","YHR214W","chrVIII"
"2834","YHR215W","chrVIII"
"2835","YHR216W","chrVIII"
"2836","YHR217C","chrVIII"
"2837","YIL001W","chrIX"
"2838","YIL002C","chrIX"
"2839","YIL002W-A","chrIX"
"2840","YIL003W","chrIX"
"2841","YIL004C","chrIX"
"2842","YIL005W","chrIX"
"2843","YIL006W","chrIX"
"2844","YIL007C","chrIX"
"2845","YIL008W","chrIX"
"2846","YIL009C-A","chrIX"
"2847","YIL009W","chrIX"
"2848","YIL010W","chrIX"
"2849","YIL011W","chrIX"
"2850","YIL012W","chrIX"
"2851","YIL013C","chrIX"
"2852","YIL014C-A","chrIX"
"2853","YIL014W","chrIX"
"2854","YIL015W","chrIX"
"2855","YIL016W","chrIX"
"2856","YIL017C","chrIX"
"2857","YIL018W","chrIX"
"2858","YIL019W","chrIX"
"2859","YIL020C","chrIX"
"2861","YIL021W","chrIX"
"2862","YIL022W","chrIX"
"2863","YIL023C","chrIX"
"2864","YIL024C","chrIX"
"2865","YIL025C","chrIX"
"2866","YIL026C","chrIX"
"2867","YIL027C","chrIX"
"2868","YIL028W","chrIX"
"2869","YIL029C","chrIX"
"2870","YIL030C","chrIX"
"2872","YIL031W","chrIX"
"2873","YIL032C","chrIX"
"2874","YIL033C","chrIX"
"2875","YIL034C","chrIX"
"2876","YIL035C","chrIX"
"2877","YIL036W","chrIX"
"2878","YIL037C","chrIX"
"2879","YIL038C","chrIX"
"2880","YIL039W","chrIX"
"2881","YIL040W","chrIX"
"2882","YIL041W","chrIX"
"2883","YIL042C","chrIX"
"2884","YIL043C","chrIX"
"2885","YIL044C","chrIX"
"2886","YIL045W","chrIX"
"2887","YIL046W","chrIX"
"2888","YIL046W-A","chrIX"
"2889","YIL047C","chrIX"
"2891","YIL048W","chrIX"
"2892","YIL049W","chrIX"
"2893","YIL050W","chrIX"
"2894","YIL051C","chrIX"
"2895","YIL052C","chrIX"
"2896","YIL053W","chrIX"
"2897","YIL054W","chrIX"
"2898","YIL055C","chrIX"
"2899","YIL056W","chrIX"
"2900","YIL057C","chrIX"
"2901","YIL058W","chrIX"
"2902","YIL059C","chrIX"
"2903","YIL061C","chrIX"
"2904","YIL062C","chrIX"
"2905","YIL063C","chrIX"
"2906","YIL064W","chrIX"
"2907","YIL065C","chrIX"
"2908","YIL066C","chrIX"
"2909","YIL067C","chrIX"
"2910","YIL068C","chrIX"
"2911","YIL068W-A","chrIX"
"2912","YIL069C","chrIX"
"2913","YIL070C","chrIX"
"2914","YIL071C","chrIX"
"2915","YIL071W-A","chrIX"
"2916","YIL072W","chrIX"
"2917","YIL073C","chrIX"
"2918","YIL074C","chrIX"
"2919","YIL075C","chrIX"
"2920","YIL076W","chrIX"
"2921","YIL077C","chrIX"
"2922","YIL078W","chrIX"
"2923","YIL079C","chrIX"
"2924","YIL083C","chrIX"
"2925","YIL084C","chrIX"
"2926","YIL085C","chrIX"
"2927","YIL086C","chrIX"
"2928","YIL087C","chrIX"
"2929","YIL088C","chrIX"
"2930","YIL089W","chrIX"
"2931","YIL090W","chrIX"
"2932","YIL091C","chrIX"
"2933","YIL092W","chrIX"
"2934","YIL093C","chrIX"
"2935","YIL094C","chrIX"
"2936","YIL095W","chrIX"
"2937","YIL096C","chrIX"
"2938","YIL097W","chrIX"
"2939","YIL098C","chrIX"
"2940","YIL099W","chrIX"
"2941","YIL100C-A","chrIX"
"2942","YIL100W","chrIX"
"2943","YIL101C","chrIX"
"2944","YIL102C","chrIX"
"2945","YIL102C-A","chrIX"
"2946","YIL103W","chrIX"
"2947","YIL104C","chrIX"
"2948","YIL105C","chrIX"
"2949","YIL106W","chrIX"
"2950","YIL107C","chrIX"
"2951","YIL108W","chrIX"
"2952","YIL109C","chrIX"
"2953","YIL110W","chrIX"
"2954","YIL111W","chrIX"
"2955","YIL112W","chrIX"
"2956","YIL113W","chrIX"
"2957","YIL114C","chrIX"
"2958","YIL115C","chrIX"
"2959","YIL115W-A","chrIX"
"2960","YIL116W","chrIX"
"2961","YIL117C","chrIX"
"2962","YIL118W","chrIX"
"2963","YIL119C","chrIX"
"2964","YIL120W","chrIX"
"2965","YIL121W","chrIX"
"2966","YIL122W","chrIX"
"2967","YIL123W","chrIX"
"2968","YIL124W","chrIX"
"2969","YIL125W","chrIX"
"2970","YIL126W","chrIX"
"2971","YIL127C","chrIX"
"2972","YIL128W","chrIX"
"2973","YIL129C","chrIX"
"2974","YIL130W","chrIX"
"2975","YIL131C","chrIX"
"2976","YIL132C","chrIX"
"2977","YIL133C","chrIX"
"2978","YIL134C-A","chrIX"
"2979","YIL134W","chrIX"
"2980","YIL135C","chrIX"
"2981","YIL136W","chrIX"
"2982","YIL137C","chrIX"
"2983","YIL138C","chrIX"
"2984","YIL139C","chrIX"
"2985","YIL140W","chrIX"
"2987","YIL142W","chrIX"
"2988","YIL143C","chrIX"
"2989","YIL144W","chrIX"
"2990","YIL145C","chrIX"
"2991","YIL146C","chrIX"
"2992","YIL147C","chrIX"
"2993","YIL148W","chrIX"
"2994","YIL149C","chrIX"
"2995","YIL150C","chrIX"
"2996","YIL151C","chrIX"
"2997","YIL152W","chrIX"
"2998","YIL153W","chrIX"
"2999","YIL154C","chrIX"
"3000","YIL155C","chrIX"
"3001","YIL156W","chrIX"
"3002","YIL156W-A","chrIX"
"3004","YIL157C","chrIX"
"3005","YIL158W","chrIX"
"3006","YIL159W","chrIX"
"3007","YIL160C","chrIX"
"3008","YIL161W","chrIX"
"3009","YIL162W","chrIX"
"3010","YIL163C","chrIX"
"3011","YIL164C","chrIX"
"3012","YIL165C","chrIX"
"3013","YIL166C","chrIX"
"3014","YIL167W","chrIX"
"3015","YIL168W","chrIX"
"3016","YIL169C","chrIX"
"3017","YIL170W","chrIX"
"3018","YIL171W","chrIX"
"3019","YIL175W","chrIX"
"3020","YIR001C","chrIX"
"3021","YIR002C","chrIX"
"3022","YIR003W","chrIX"
"3023","YIR004W","chrIX"
"3024","YIR005W","chrIX"
"3025","YIR006C","chrIX"
"3026","YIR007W","chrIX"
"3027","YIR008C","chrIX"
"3028","YIR009W","chrIX"
"3029","YIR010W","chrIX"
"3030","YIR011C","chrIX"
"3031","YIR012W","chrIX"
"3032","YIR013C","chrIX"
"3033","YIR014W","chrIX"
"3034","YIR015W","chrIX"
"3035","YIR016W","chrIX"
"3036","YIR017C","chrIX"
"3037","YIR017W-A","chrIX"
"3038","YIR018C-A","chrIX"
"3039","YIR018W","chrIX"
"3040","YIR019C","chrIX"
"3041","YIR021W","chrIX"
"3042","YIR021W-A","chrIX"
"3043","YIR022W","chrIX"
"3044","YIR023C-A","chrIX"
"3045","YIR023W","chrIX"
"3046","YIR024C","chrIX"
"3047","YIR025W","chrIX"
"3048","YIR026C","chrIX"
"3049","YIR027C","chrIX"
"3050","YIR028W","chrIX"
"3051","YIR029W","chrIX"
"3052","YIR030C","chrIX"
"3053","YIR030W-A","chrIX"
"3054","YIR031C","chrIX"
"3055","YIR032C","chrIX"
"3056","YIR033W","chrIX"
"3057","YIR034C","chrIX"
"3058","YIR035C","chrIX"
"3059","YIR036C","chrIX"
"3060","YIR036W-A","chrIX"
"3061","YIR037W","chrIX"
"3062","YIR038C","chrIX"
"3063","YIR039C","chrIX"
"3064","YIR040C","chrIX"
"3065","YIR041W","chrIX"
"3066","YIR042C","chrIX"
"3067","YIR043C","chrIX"
"3068","YIR044C","chrIX"
"3069","YJL001W","chrX"
"3070","YJL002C","chrX"
"3071","YJL003W","chrX"
"3072","YJL004C","chrX"
"3073","YJL005W","chrX"
"3074","YJL006C","chrX"
"3075","YJL007C","chrX"
"3076","YJL008C","chrX"
"3077","YJL009W","chrX"
"3078","YJL010C","chrX"
"3079","YJL011C","chrX"
"3080","YJL012C","chrX"
"3081","YJL013C","chrX"
"3082","YJL014W","chrX"
"3083","YJL015C","chrX"
"3084","YJL016W","chrX"
"3085","YJL019W","chrX"
"3086","YJL020C","chrX"
"3087","YJL022W","chrX"
"3088","YJL023C","chrX"
"3089","YJL024C","chrX"
"3090","YJL025W","chrX"
"3091","YJL026W","chrX"
"3092","YJL027C","chrX"
"3093","YJL028W","chrX"
"3094","YJL029C","chrX"
"3095","YJL030W","chrX"
"3096","YJL031C","chrX"
"3097","YJL032W","chrX"
"3098","YJL033W","chrX"
"3099","YJL034W","chrX"
"3100","YJL035C","chrX"
"3101","YJL036W","chrX"
"3102","YJL037W","chrX"
"3103","YJL038C","chrX"
"3104","YJL039C","chrX"
"3105","YJL041W","chrX"
"3106","YJL042W","chrX"
"3107","YJL043W","chrX"
"3108","YJL044C","chrX"
"3109","YJL045W","chrX"
"3110","YJL046W","chrX"
"3111","YJL047C","chrX"
"3112","YJL047C-A","chrX"
"3113","YJL048C","chrX"
"3114","YJL049W","chrX"
"3115","YJL050W","chrX"
"3116","YJL051W","chrX"
"3117","YJL052C-A","chrX"
"3118","YJL052W","chrX"
"3119","YJL053W","chrX"
"3120","YJL054W","chrX"
"3121","YJL055W","chrX"
"3122","YJL056C","chrX"
"3123","YJL057C","chrX"
"3124","YJL058C","chrX"
"3125","YJL059W","chrX"
"3126","YJL060W","chrX"
"3127","YJL061W","chrX"
"3128","YJL062W","chrX"
"3129","YJL062W-A","chrX"
"3130","YJL063C","chrX"
"3131","YJL064W","chrX"
"3132","YJL065C","chrX"
"3133","YJL066C","chrX"
"3134","YJL067W","chrX"
"3135","YJL068C","chrX"
"3136","YJL069C","chrX"
"3137","YJL070C","chrX"
"3138","YJL071W","chrX"
"3139","YJL072C","chrX"
"3140","YJL073W","chrX"
"3141","YJL074C","chrX"
"3142","YJL075C","chrX"
"3143","YJL076W","chrX"
"3144","YJL077C","chrX"
"3145","YJL077W-B","chrX"
"3146","YJL078C","chrX"
"3147","YJL079C","chrX"
"3148","YJL080C","chrX"
"3149","YJL081C","chrX"
"3150","YJL082W","chrX"
"3151","YJL083W","chrX"
"3152","YJL084C","chrX"
"3153","YJL085W","chrX"
"3154","YJL087C","chrX"
"3155","YJL088W","chrX"
"3156","YJL089W","chrX"
"3157","YJL090C","chrX"
"3158","YJL091C","chrX"
"3159","YJL092W","chrX"
"3160","YJL093C","chrX"
"3161","YJL094C","chrX"
"3162","YJL095W","chrX"
"3163","YJL096W","chrX"
"3164","YJL097W","chrX"
"3165","YJL098W","chrX"
"3166","YJL099W","chrX"
"3167","YJL100W","chrX"
"3168","YJL101C","chrX"
"3169","YJL102W","chrX"
"3170","YJL103C","chrX"
"3171","YJL104W","chrX"
"3172","YJL105W","chrX"
"3173","YJL106W","chrX"
"3174","YJL107C","chrX"
"3176","YJL109C","chrX"
"3177","YJL110C","chrX"
"3178","YJL111W","chrX"
"3179","YJL112W","chrX"
"3180","YJL113W","chrX"
"3182","YJL115W","chrX"
"3183","YJL116C","chrX"
"3184","YJL117W","chrX"
"3185","YJL118W","chrX"
"3186","YJL119C","chrX"
"3187","YJL120W","chrX"
"3188","YJL121C","chrX"
"3189","YJL122W","chrX"
"3190","YJL123C","chrX"
"3191","YJL124C","chrX"
"3192","YJL125C","chrX"
"3193","YJL126W","chrX"
"3194","YJL127C","chrX"
"3195","YJL127C-B","chrX"
"3196","YJL127W-A","chrX"
"3197","YJL128C","chrX"
"3198","YJL129C","chrX"
"3199","YJL130C","chrX"
"3200","YJL131C","chrX"
"3201","YJL132W","chrX"
"3202","YJL133C-A","chrX"
"3203","YJL133W","chrX"
"3204","YJL134W","chrX"
"3206","YJL136C","chrX"
"3207","YJL136W-A","chrX"
"3208","YJL137C","chrX"
"3209","YJL138C","chrX"
"3210","YJL139C","chrX"
"3211","YJL140W","chrX"
"3212","YJL141C","chrX"
"3214","YJL143W","chrX"
"3215","YJL144W","chrX"
"3216","YJL145W","chrX"
"3217","YJL146W","chrX"
"3218","YJL147C","chrX"
"3219","YJL148W","chrX"
"3220","YJL149W","chrX"
"3222","YJL151C","chrX"
"3223","YJL152W","chrX"
"3224","YJL153C","chrX"
"3225","YJL154C","chrX"
"3226","YJL155C","chrX"
"3227","YJL156C","chrX"
"3228","YJL156W-A","chrX"
"3229","YJL157C","chrX"
"3230","YJL158C","chrX"
"3231","YJL159W","chrX"
"3232","YJL160C","chrX"
"3233","YJL161W","chrX"
"3234","YJL162C","chrX"
"3235","YJL163C","chrX"
"3236","YJL164C","chrX"
"3237","YJL165C","chrX"
"3238","YJL166W","chrX"
"3239","YJL167W","chrX"
"3240","YJL168C","chrX"
"3241","YJL169W","chrX"
"3242","YJL170C","chrX"
"3243","YJL171C","chrX"
"3244","YJL172W","chrX"
"3245","YJL173C","chrX"
"3246","YJL174W","chrX"
"3247","YJL176C","chrX"
"3248","YJL177W","chrX"
"3249","YJL178C","chrX"
"3250","YJL179W","chrX"
"3251","YJL180C","chrX"
"3252","YJL181W","chrX"
"3253","YJL182C","chrX"
"3254","YJL183W","chrX"
"3255","YJL184W","chrX"
"3256","YJL185C","chrX"
"3257","YJL186W","chrX"
"3258","YJL187C","chrX"
"3259","YJL188C","chrX"
"3260","YJL190C","chrX"
"3261","YJL191W","chrX"
"3262","YJL192C","chrX"
"3263","YJL193W","chrX"
"3264","YJL194W","chrX"
"3265","YJL195C","chrX"
"3266","YJL196C","chrX"
"3267","YJL197W","chrX"
"3268","YJL198W","chrX"
"3269","YJL199C","chrX"
"3270","YJL200C","chrX"
"3271","YJL201W","chrX"
"3272","YJL202C","chrX"
"3273","YJL203W","chrX"
"3274","YJL204C","chrX"
"3275","YJL205C","chrX"
"3276","YJL206C","chrX"
"3277","YJL207C","chrX"
"3278","YJL208C","chrX"
"3279","YJL209W","chrX"
"3280","YJL210W","chrX"
"3281","YJL211C","chrX"
"3282","YJL212C","chrX"
"3283","YJL213W","chrX"
"3284","YJL214W","chrX"
"3285","YJL215C","chrX"
"3286","YJL216C","chrX"
"3287","YJL217W","chrX"
"3288","YJL218W","chrX"
"3289","YJL219W","chrX"
"3290","YJL222W","chrX"
"3291","YJR001W","chrX"
"3292","YJR002W","chrX"
"3293","YJR003C","chrX"
"3294","YJR004C","chrX"
"3295","YJR005C-A","chrX"
"3296","YJR005W","chrX"
"3297","YJR006W","chrX"
"3298","YJR007W","chrX"
"3299","YJR008W","chrX"
"3300","YJR009C","chrX"
"3301","YJR010C-A","chrX"
"3302","YJR010W","chrX"
"3303","YJR011C","chrX"
"3304","YJR012C","chrX"
"3305","YJR013W","chrX"
"3306","YJR014W","chrX"
"3307","YJR015W","chrX"
"3308","YJR016C","chrX"
"3309","YJR017C","chrX"
"3310","YJR018W","chrX"
"3311","YJR019C","chrX"
"3312","YJR020W","chrX"
"3313","YJR021C","chrX"
"3314","YJR023C","chrX"
"3315","YJR024C","chrX"
"3316","YJR025C","chrX"
"3317","YJR030C","chrX"
"3318","YJR031C","chrX"
"3319","YJR032W","chrX"
"3320","YJR033C","chrX"
"3321","YJR034W","chrX"
"3322","YJR035W","chrX"
"3323","YJR036C","chrX"
"3324","YJR037W","chrX"
"3325","YJR038C","chrX"
"3326","YJR039W","chrX"
"3327","YJR040W","chrX"
"3328","YJR041C","chrX"
"3329","YJR042W","chrX"
"3330","YJR043C","chrX"
"3331","YJR044C","chrX"
"3332","YJR045C","chrX"
"3333","YJR046W","chrX"
"3334","YJR047C","chrX"
"3335","YJR048W","chrX"
"3336","YJR049C","chrX"
"3337","YJR050W","chrX"
"3338","YJR051W","chrX"
"3339","YJR052W","chrX"
"3340","YJR053W","chrX"
"3341","YJR054W","chrX"
"3342","YJR055W","chrX"
"3343","YJR056C","chrX"
"3344","YJR057W","chrX"
"3345","YJR058C","chrX"
"3346","YJR059W","chrX"
"3347","YJR060W","chrX"
"3348","YJR061W","chrX"
"3349","YJR062C","chrX"
"3350","YJR063W","chrX"
"3351","YJR064W","chrX"
"3352","YJR065C","chrX"
"3353","YJR066W","chrX"
"3354","YJR067C","chrX"
"3355","YJR068W","chrX"
"3356","YJR069C","chrX"
"3357","YJR070C","chrX"
"3358","YJR071W","chrX"
"3359","YJR072C","chrX"
"3360","YJR073C","chrX"
"3361","YJR074W","chrX"
"3362","YJR075W","chrX"
"3363","YJR076C","chrX"
"3364","YJR077C","chrX"
"3365","YJR078W","chrX"
"3367","YJR080C","chrX"
"3368","YJR082C","chrX"
"3369","YJR083C","chrX"
"3370","YJR084W","chrX"
"3371","YJR085C","chrX"
"3373","YJR087W","chrX"
"3374","YJR088C","chrX"
"3375","YJR089W","chrX"
"3376","YJR090C","chrX"
"3377","YJR091C","chrX"
"3378","YJR092W","chrX"
"3379","YJR093C","chrX"
"3380","YJR094C","chrX"
"3381","YJR094W-A","chrX"
"3382","YJR095W","chrX"
"3383","YJR096W","chrX"
"3384","YJR097W","chrX"
"3385","YJR098C","chrX"
"3386","YJR099W","chrX"
"3387","YJR100C","chrX"
"3388","YJR101W","chrX"
"3389","YJR102C","chrX"
"3390","YJR103W","chrX"
"3391","YJR104C","chrX"
"3392","YJR105W","chrX"
"3393","YJR106W","chrX"
"3394","YJR107W","chrX"
"3395","YJR108W","chrX"
"3396","YJR109C","chrX"
"3397","YJR110W","chrX"
"3398","YJR111C","chrX"
"3399","YJR112W","chrX"
"3400","YJR112W-A","chrX"
"3401","YJR113C","chrX"
"3402","YJR114W","chrX"
"3403","YJR115W","chrX"
"3404","YJR116W","chrX"
"3405","YJR117W","chrX"
"3406","YJR118C","chrX"
"3407","YJR119C","chrX"
"3408","YJR120W","chrX"
"3409","YJR121W","chrX"
"3410","YJR122W","chrX"
"3411","YJR123W","chrX"
"3412","YJR124C","chrX"
"3413","YJR125C","chrX"
"3414","YJR126C","chrX"
"3415","YJR127C","chrX"
"3416","YJR128W","chrX"
"3417","YJR129C","chrX"
"3418","YJR130C","chrX"
"3419","YJR131W","chrX"
"3420","YJR132W","chrX"
"3421","YJR133W","chrX"
"3422","YJR134C","chrX"
"3423","YJR135C","chrX"
"3424","YJR135W-A","chrX"
"3425","YJR136C","chrX"
"3426","YJR137C","chrX"
"3427","YJR138W","chrX"
"3428","YJR139C","chrX"
"3429","YJR140C","chrX"
"3430","YJR141W","chrX"
"3431","YJR142W","chrX"
"3432","YJR143C","chrX"
"3433","YJR144W","chrX"
"3434","YJR145C","chrX"
"3436","YJR147W","chrX"
"3437","YJR148W","chrX"
"3438","YJR149W","chrX"
"3439","YJR150C","chrX"
"3440","YJR151C","chrX"
"3441","YJR151W-A","chrX"
"3442","YJR152W","chrX"
"3443","YJR153W","chrX"
"3444","YJR154W","chrX"
"3445","YJR155W","chrX"
"3446","YJR156C","chrX"
"3447","YJR157W","chrX"
"3448","YJR159W","chrX"
"3449","YJR160C","chrX"
"3450","YJR161C","chrX"
"3451","YJR162C","chrX"
"3452","YKL001C","chrXI"
"3453","YKL002W","chrXI"
"3454","YKL003C","chrXI"
"3455","YKL004W","chrXI"
"3456","YKL005C","chrXI"
"3457","YKL006C-A","chrXI"
"3458","YKL006W","chrXI"
"3459","YKL007W","chrXI"
"3460","YKL008C","chrXI"
"3461","YKL009W","chrXI"
"3462","YKL010C","chrXI"
"3463","YKL011C","chrXI"
"3464","YKL012W","chrXI"
"3465","YKL013C","chrXI"
"3466","YKL014C","chrXI"
"3467","YKL015W","chrXI"
"3468","YKL016C","chrXI"
"3469","YKL017C","chrXI"
"3470","YKL018C-A","chrXI"
"3471","YKL018W","chrXI"
"3472","YKL019W","chrXI"
"3473","YKL020C","chrXI"
"3474","YKL021C","chrXI"
"3475","YKL022C","chrXI"
"3476","YKL023C-A","chrXI"
"3477","YKL023W","chrXI"
"3478","YKL024C","chrXI"
"3479","YKL025C","chrXI"
"3480","YKL026C","chrXI"
"3481","YKL027W","chrXI"
"3482","YKL028W","chrXI"
"3483","YKL029C","chrXI"
"3484","YKL030W","chrXI"
"3485","YKL031W","chrXI"
"3486","YKL032C","chrXI"
"3487","YKL033W","chrXI"
"3488","YKL033W-A","chrXI"
"3489","YKL034W","chrXI"
"3490","YKL035W","chrXI"
"3491","YKL036C","chrXI"
"3492","YKL037W","chrXI"
"3493","YKL038W","chrXI"
"3494","YKL039W","chrXI"
"3495","YKL040C","chrXI"
"3496","YKL041W","chrXI"
"3497","YKL042W","chrXI"
"3498","YKL043W","chrXI"
"3499","YKL044W","chrXI"
"3500","YKL045W","chrXI"
"3501","YKL046C","chrXI"
"3502","YKL047W","chrXI"
"3503","YKL048C","chrXI"
"3504","YKL049C","chrXI"
"3505","YKL050C","chrXI"
"3506","YKL051W","chrXI"
"3507","YKL052C","chrXI"
"3508","YKL053C-A","chrXI"
"3509","YKL053W","chrXI"
"3510","YKL054C","chrXI"
"3511","YKL055C","chrXI"
"3512","YKL056C","chrXI"
"3513","YKL057C","chrXI"
"3514","YKL058W","chrXI"
"3515","YKL059C","chrXI"
"3516","YKL060C","chrXI"
"3517","YKL061W","chrXI"
"3518","YKL062W","chrXI"
"3519","YKL063C","chrXI"
"3520","YKL064W","chrXI"
"3521","YKL065C","chrXI"
"3522","YKL065W-A","chrXI"
"3523","YKL066W","chrXI"
"3524","YKL067W","chrXI"
"3525","YKL068W","chrXI"
"3526","YKL068W-A","chrXI"
"3527","YKL069W","chrXI"
"3528","YKL070W","chrXI"
"3529","YKL071W","chrXI"
"3530","YKL072W","chrXI"
"3531","YKL073W","chrXI"
"3532","YKL074C","chrXI"
"3533","YKL075C","chrXI"
"3535","YKL077W","chrXI"
"3536","YKL078W","chrXI"
"3537","YKL079W","chrXI"
"3538","YKL080W","chrXI"
"3539","YKL081W","chrXI"
"3540","YKL082C","chrXI"
"3541","YKL083W","chrXI"
"3542","YKL084W","chrXI"
"3543","YKL085W","chrXI"
"3544","YKL086W","chrXI"
"3545","YKL087C","chrXI"
"3546","YKL088W","chrXI"
"3547","YKL089W","chrXI"
"3548","YKL090W","chrXI"
"3549","YKL091C","chrXI"
"3550","YKL092C","chrXI"
"3551","YKL093W","chrXI"
"3552","YKL094W","chrXI"
"3553","YKL095W","chrXI"
"3554","YKL096C-B","chrXI"
"3555","YKL096W","chrXI"
"3556","YKL096W-A","chrXI"
"3557","YKL097C","chrXI"
"3558","YKL098W","chrXI"
"3559","YKL099C","chrXI"
"3560","YKL100C","chrXI"
"3561","YKL101W","chrXI"
"3562","YKL102C","chrXI"
"3563","YKL103C","chrXI"
"3564","YKL104C","chrXI"
"3565","YKL105C","chrXI"
"3566","YKL106C-A","chrXI"
"3567","YKL106W","chrXI"
"3568","YKL107W","chrXI"
"3569","YKL108W","chrXI"
"3570","YKL109W","chrXI"
"3571","YKL110C","chrXI"
"3572","YKL111C","chrXI"
"3573","YKL112W","chrXI"
"3574","YKL113C","chrXI"
"3575","YKL114C","chrXI"
"3577","YKL116C","chrXI"
"3578","YKL117W","chrXI"
"3579","YKL118W","chrXI"
"3580","YKL119C","chrXI"
"3581","YKL120W","chrXI"
"3582","YKL121W","chrXI"
"3583","YKL122C","chrXI"
"3585","YKL124W","chrXI"
"3586","YKL125W","chrXI"
"3587","YKL126W","chrXI"
"3588","YKL127W","chrXI"
"3589","YKL128C","chrXI"
"3590","YKL129C","chrXI"
"3591","YKL130C","chrXI"
"3592","YKL131W","chrXI"
"3593","YKL132C","chrXI"
"3594","YKL133C","chrXI"
"3595","YKL134C","chrXI"
"3596","YKL135C","chrXI"
"3597","YKL136W","chrXI"
"3598","YKL137W","chrXI"
"3599","YKL138C","chrXI"
"3600","YKL138C-A","chrXI"
"3601","YKL139W","chrXI"
"3602","YKL140W","chrXI"
"3603","YKL141W","chrXI"
"3604","YKL142W","chrXI"
"3605","YKL143W","chrXI"
"3606","YKL144C","chrXI"
"3607","YKL145W","chrXI"
"3608","YKL146W","chrXI"
"3609","YKL147C","chrXI"
"3610","YKL148C","chrXI"
"3611","YKL149C","chrXI"
"3612","YKL150W","chrXI"
"3613","YKL151C","chrXI"
"3614","YKL152C","chrXI"
"3615","YKL153W","chrXI"
"3616","YKL154W","chrXI"
"3617","YKL155C","chrXI"
"3618","YKL156W","chrXI"
"3619","YKL157W","chrXI"
"3620","YKL159C","chrXI"
"3621","YKL160W","chrXI"
"3622","YKL161C","chrXI"
"3623","YKL162C","chrXI"
"3624","YKL162C-A","chrXI"
"3625","YKL163W","chrXI"
"3626","YKL164C","chrXI"
"3627","YKL165C","chrXI"
"3628","YKL165C-A","chrXI"
"3629","YKL166C","chrXI"
"3630","YKL167C","chrXI"
"3631","YKL168C","chrXI"
"3632","YKL169C","chrXI"
"3633","YKL170W","chrXI"
"3634","YKL171W","chrXI"
"3635","YKL172W","chrXI"
"3636","YKL173W","chrXI"
"3637","YKL174C","chrXI"
"3638","YKL175W","chrXI"
"3639","YKL176C","chrXI"
"3640","YKL177W","chrXI"
"3641","YKL178C","chrXI"
"3642","YKL179C","chrXI"
"3643","YKL180W","chrXI"
"3644","YKL181W","chrXI"
"3645","YKL182W","chrXI"
"3646","YKL183C-A","chrXI"
"3647","YKL183W","chrXI"
"3648","YKL184W","chrXI"
"3649","YKL185W","chrXI"
"3650","YKL186C","chrXI"
"3651","YKL187C","chrXI"
"3652","YKL188C","chrXI"
"3653","YKL189W","chrXI"
"3654","YKL190W","chrXI"
"3655","YKL191W","chrXI"
"3656","YKL192C","chrXI"
"3657","YKL193C","chrXI"
"3658","YKL194C","chrXI"
"3659","YKL195W","chrXI"
"3660","YKL196C","chrXI"
"3661","YKL197C","chrXI"
"3662","YKL198C","chrXI"
"3663","YKL201C","chrXI"
"3664","YKL202W","chrXI"
"3665","YKL203C","chrXI"
