tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length
YOR042W	-	-	YOR042W	CUE5	TSS2522	XV:408357-409660	-
YOR043W	-	-	YOR043W	WHI2	TSS5045	XV:410869-412330	-
YOR044W	-	-	YOR044W	IRC23	TSS2444	XV:413006-413480	-
YOR045W	-	-	YOR045W	TOM6	TSS1275	XV:413851-414037	-
YOR046C	-	-	YOR046C	DBP5	TSS6693	XV:414458-415907	-
YOR047C	-	-	YOR047C	STD1	TSS1492	XV:416346-417681	-
YOR048C	-	-	YOR048C	RAT1	TSS6733	XV:418629-421650	-
YOR049C	-	-	YOR049C	RSB1	TSS4765	XV:422667-423732	-
YOR050C	-	-	YOR050C	YOR050C	TSS4094	XV:424269-424617	-
YOR051C	-	-	YOR051C	ETT1	TSS6673	XV:424845-426084	-
YOR052C	-	-	YOR052C	TMC1	TSS5453	XV:426771-427224	-
YOR053W	-	-	YOR053W	YOR053W	TSS6848	XV:427816-429912	-
YOR054C	-	-	YOR054C	VHS3	TSS997	XV:427816-429912	-
YOR055W	-	-	YOR055W	YOR055W	TSS3946	XV:427816-429912	-
YOR056C	-	-	YOR056C	NOB1	TSS5644	XV:430246-431626	-
YOR057W	-	-	YOR057W	SGT1	TSS3995	XV:432185-433373	-
YOR058C	-	-	YOR058C	ASE1	TSS1690	XV:433687-436345	-
YOR059C	-	-	YOR059C	LPL1	TSS2185	XV:438905-440258	-
YOR060C	-	-	YOR060C	SLD7	TSS1655	XV:440389-441163	-
YOR061W	-	-	YOR061W	CKA2	TSS3728	XV:441533-442553	-
YOR062C	-	-	YOR062C	YOR062C	TSS56	XV:442724-443531	-
YOR063W	-	-	YOR063W	RPL3	TSS6223	XV:444685-445849	-
YOR064C	-	-	YOR064C	YNG1	TSS6115	XV:446078-446738	-
YOR065W	-	-	YOR065W	CYT1	TSS6809	XV:447438-448368	-
YOR066W	-	-	YOR066W	MSA1	TSS4745	XV:449435-451325	-
YOR067C	-	-	YOR067C	ALG8	TSS5363	XV:451728-453462	-
YOR068C	-	-	YOR068C	VAM10	TSS2834	XV:453767-455795	-
YOR069W	-	-	YOR069W	VPS5	TSS4065	XV:453767-455795	-
YOR070C	-	-	YOR070C	GYP1	TSS386	XV:455906-457820	-
YOR071C	-	-	YOR071C	NRT1	TSS1654	XV:459479-461276	-
YOR072W	-	-	YOR072W	YOR072W	TSS3968	XV:461501-462039	-
YOR072W-A	-	-	YOR072W-A	YOR072W-A	TSS36	XV:461501-462039	-
YOR072W-B	-	-	YOR072W-B	YOR072W-B	TSS3442	XV:464449-464630	-
YOR073W	-	-	YOR073W	SGO1	TSS617	XV:464770-466543	-
YOR073W-A	-	-	YOR073W-A	YOR073W-A	TSS2748	XV:466674-467623	-
YOR074C	-	-	YOR074C	CDC21	TSS2269	XV:466674-467623	-
YOR075W	-	-	YOR075W	UFE1	TSS3141	XV:468211-469252	-
YOR076C	-	-	YOR076C	SKI7	TSS1355	XV:469376-471620	-
YOR077W	-	-	YOR077W	RTS2	TSS1165	XV:471898-472597	-
YOR078W	-	-	YOR078W	BUD21	TSS1980	XV:472724-473369	-
YOR079C	-	-	YOR079C	ATX2	TSS6704	XV:473474-474416	-
YOR080W	-	-	YOR080W	DIA2	TSS1532	XV:474593-476792	-
YOR081C	-	-	YOR081C	TGL5	TSS6767	XV:476938-479188	-
YOR082C	-	-	YOR082C	YOR082C	TSS4719	XV:479295-480420	-
YOR083W	-	-	YOR083W	WHI5	TSS3022	XV:479295-480420	-
YOR084W	-	-	YOR084W	LPX1	TSS69	XV:480586-481750	-
YOR085W	-	-	YOR085W	OST3	TSS4020	XV:482032-483085	-
YOR086C	-	-	YOR086C	TCB1	TSS7000	XV:483218-486779	-
YOR087W	-	-	YOR087W	YVC1	TSS2924	XV:487706-489734	-
YOR089C	-	-	YOR089C	VPS21	TSS86	XV:490195-490828	-
YOR090C	-	-	YOR090C	PTC5	TSS4802	XV:491122-492841	-
YOR091W	-	-	YOR091W	TMA46	TSS7026	XV:493432-494470	-
YOR092W	-	-	YOR092W	ECM3	TSS4067	XV:495126-496968	-
YOR093C	-	-	YOR093C	YOR093C	TSS276	XV:497505-502452	-
YOR094W	-	-	YOR094W	ARF3	TSS582	XV:502794-503346	-
YOR095C	-	-	YOR095C	RKI1	TSS400	XV:503551-504328	-
YOR096W	-	-	YOR096W	RPS7A	TSS5958	XV:505793-506767	-
YOR097C	-	-	YOR097C	YOR097C	TSS3205	XV:506977-507505	-
YOR098C	-	-	YOR098C	NUP1	TSS1106	XV:507947-511178	-
YOR099W	-	-	YOR099W	KTR1	TSS4570	XV:511824-513006	-
YOR100C	-	-	YOR100C	CRC1	TSS1214	XV:513294-514278	-
YOR101W	-	-	YOR101W	RAS1	TSS1078	XV:515243-516173	-
YOR102W	-	-	YOR102W	YOR102W	TSS1705	XV:516422-516841	-
YOR103C	-	-	YOR103C	OST2	TSS1922	XV:516422-516841	-
YOR104W	-	-	YOR104W	PIN2	TSS4494	XV:517641-518521	-
YOR105W	-	-	YOR105W	YOR105W	TSS1317	XV:517641-518521	-
YOR106W	-	-	YOR106W	VAM3	TSS6540	XV:519120-519972	-
YOR107W	-	-	YOR107W	RGS2	TSS3649	XV:521352-522282	-
YOR108C-A	-	-	YOR108C-A	YOR108C-A	TSS1370	XV:523026-524841	-
YOR108W	-	-	YOR108W	LEU9	TSS5073	XV:523026-524841	-
YOR109W	-	-	YOR109W	INP53	TSS125	XV:525277-528601	-
YOR110W	-	-	YOR110W	TFC7	TSS1190	XV:528940-530248	-
YOR111W	-	-	YOR111W	YOR111W	TSS3566	XV:530428-531127	-
YOR112W	-	-	YOR112W	CEX1	TSS4202	XV:531507-533793	-
YOR113W	-	-	YOR113W	AZF1	TSS6069	XV:534074-536819	-
YOR114W	-	-	YOR114W	YOR114W	TSS1908	XV:537569-538454	-
YOR115C	-	-	YOR115C	TRS33	TSS466	XV:538658-539465	-
YOR116C	-	-	YOR116C	RPO31	TSS4140	XV:539762-544145	-
YOR117W	-	-	YOR117W	RPT5	TSS4100	XV:545028-546333	-
YOR118W	-	-	YOR118W	RTC5	TSS4688	XV:546856-548560	-
YOR119C	-	-	YOR119C	RIO1	TSS2260	XV:548791-550246	-
YOR120W	-	-	YOR120W	GCY1	TSS1824	XV:551113-552103	-
YOR121C	-	-	YOR121C	YOR121C	TSS2127	XV:551113-552103	-
YOR122C	-	-	YOR122C	PFY1	TSS6549	XV:552297-552887	-
YOR123C	-	-	YOR123C	LEO1	TSS6976	XV:553175-554570	-
YOR124C	-	-	YOR124C	UBP2	TSS5726	XV:554823-558642	-
YOR125C	-	-	YOR125C	CAT5	TSS6269	XV:559029-559731	-
YOR126C	-	-	YOR126C	IAH1	TSS4534	XV:559960-560677	-
YOR127W	-	-	YOR127W	RGA1	TSS6941	XV:561169-564193	-
YOR128C	-	-	YOR128C	ADE2	TSS3506	XV:564475-566191	-
YOR129C	-	-	YOR129C	AFI1	TSS5719	XV:566876-569558	-
YOR130C	-	-	YOR130C	ORT1	TSS533	XV:569928-570807	-
YOR131C	-	-	YOR131C	YOR131C	TSS6749	XV:572181-572838	-
YOR132W	-	-	YOR132W	VPS17	TSS2584	XV:573174-574830	-
YOR133W	-	-	YOR133W	EFT1	TSS6921	XV:575097-577626	-
YOR134W	-	-	YOR134W	BAG7	TSS4241	XV:578563-579793	-
YOR135C	-	-	YOR135C	IRC14	TSS2837	XV:580158-581359	-
YOR136W	-	-	YOR136W	IDH2	TSS4576	XV:580158-581359	-
YOR137C	-	-	YOR137C	SIA1	TSS4115	XV:581812-583681	-
YOR138C	-	-	YOR138C	RUP1	TSS1241	XV:584308-586324	-
YOR139C	-	-	YOR139C	YOR139C	TSS2489	XV:586949-589281	-
YOR140W	-	-	YOR140W	SFL1	TSS4319	XV:586949-589281	-
YOR141C	-	-	YOR141C	ARP8	TSS5646	XV:589941-592587	-
YOR142W	-	-	YOR142W	LSC1	TSS4918	XV:593056-594046	-
YOR142W-A	-	-	YOR142W-A	YOR142W-A	TSS5949	XV:595111-600380	-
YOR142W-B	-	-	YOR142W-B	YOR142W-B	TSS5949	XV:595111-600380	-
YOR143C	-	-	YOR143C	THI80	TSS1884	XV:601382-602342	-
YOR144C	-	-	YOR144C	ELG1	TSS4104	XV:602716-605092	-
YOR145C	-	-	YOR145C	PNO1	TSS6249	XV:605346-606178	-
YOR146W	-	-	YOR146W	YOR146W	TSS6735	XV:605346-606178	-
YOR147W	-	-	YOR147W	MDM32	TSS281	XV:606606-608475	-
YOR148C	-	-	YOR148C	SPP2	TSS3472	XV:608639-609197	-
YOR149C	-	-	YOR149C	SMP3	TSS745	XV:609837-611388	-
YOR150W	-	-	YOR150W	MRPL23	TSS4750	XV:611998-612490	-
YOR151C	-	-	YOR151C	RPB2	TSS6476	XV:612996-616671	-
YOR152C	-	-	YOR152C	YOR152C	TSS3937	XV:617517-618288	-
YOR153W	-	-	YOR153W	PDR5	TSS7036	XV:619839-624375	-
YOR154W	-	-	YOR154W	SLP1	TSS15	XV:624728-626492	-
YOR155C	-	-	YOR155C	ISN1	TSS5930	XV:626627-627980	-
YOR156C	-	-	YOR156C	NFI1	TSS6580	XV:628359-630540	-
YOR157C	-	-	YOR157C	PUP1	TSS4411	XV:630965-631751	-
YOR158W	-	-	YOR158W	PET123	TSS3921	XV:632163-633120	-
YOR159C	-	-	YOR159C	SME1	TSS4773	XV:633281-633566	-
YOR160W	-	-	YOR160W	MTR10	TSS6220	XV:633838-636757	-
YOR161C	-	-	YOR161C	PNS1	TSS2812	XV:636938-638558	-
YOR161C-C	-	-	YOR161C-C	YOR161C-C	TSS5707	XV:639120-639267	-
YOR161W-A	-	-	YOR161W-A	YOR161W-A	TSS5237	XV:636938-638558	-
YOR161W-B	-	-	YOR161W-B	YOR161W-B	TSS6797	XV:636938-638558	-
YOR162C	-	-	YOR162C	YRR1	TSS5091	XV:639559-641992	-
YOR163W	-	-	YOR163W	DDP1	TSS1000	XV:642740-643307	-
YOR164C	-	-	YOR164C	GET4	TSS3908	XV:643393-644332	-
YOR165W	-	-	YOR165W	SEY1	TSS5657	XV:644565-646896	-
YOR166C	-	-	YOR166C	SWT1	TSS756	XV:647125-648502	-
YOR167C	-	-	YOR167C	RPS28A	TSS1126	XV:648803-649007	-
YOR168W	-	-	YOR168W	GLN4	TSS349	XV:649302-651840	-
YOR169C	-	-	YOR169C	YOR169C	TSS5448	XV:649302-651840	-
YOR170W	-	-	YOR170W	YOR170W	TSS2684	XV:651857-653884	-
YOR171C	-	-	YOR171C	LCB4	TSS3291	XV:651857-653884	-
YOR172W	-	-	YOR172W	YRM1	TSS1814	XV:654209-656570	-
YOR173W	-	-	YOR173W	DCS2	TSS4403	XV:657263-658325	-
YOR174W	-	-	YOR174W	MED4	TSS1952	XV:658746-659601	-
YOR175C	-	-	YOR175C	ALE1	TSS1247	XV:659814-661674	-
YOR176W	-	-	YOR176W	HEM15	TSS1302	XV:662400-663582	-
YOR177C	-	-	YOR177C	MPC54	TSS4467	XV:665784-667179	-
YOR178C	-	-	YOR178C	GAC1	TSS5501	XV:667859-670241	-
YOR179C	-	-	YOR179C	SYC1	TSS2327	XV:671844-672411	-
YOR180C	-	-	YOR180C	DCI1	TSS2133	XV:674351-675167	-
YOR181W	-	-	YOR181W	LAS17	TSS1573	XV:675938-677840	-
YOR182C	-	-	YOR182C	RPS30B	TSS3244	XV:678190-678793	-
YOR183W	-	-	YOR183W	FYV12	TSS5505	XV:678871-679261	-
YOR184W	-	-	YOR184W	SER1	TSS18	XV:679356-680544	-
YOR185C	-	-	YOR185C	GSP2	TSS1439	XV:681443-682106	-
YOR186C-A	-	-	YOR186C-A	YOR186C-A	TSS3297	XV:683110-683545	-
YOR186W	-	-	YOR186W	YOR186W	TSS3912	XV:683110-683545	-
YOR187W	-	-	YOR187W	TUF1	TSS4394	XV:684029-685343	-
YOR188W	-	-	YOR188W	MSB1	TSS3702	XV:685766-689180	-
YOR189W	-	-	YOR189W	IES4	TSS770	XV:689623-689974	-
YOR190W	-	-	YOR190W	SPR1	TSS5929	XV:690694-692032	-
YOR191W	-	-	YOR191W	ULS1	TSS1325	XV:692474-697334	-
YOR192C	-	-	YOR192C	THI72	TSS3338	XV:698767-700567	-
YOR192C-A	-	-	YOR192C-A	YOR192C-A	TSS2082	XV:704418-709732	-
YOR192C-B	-	-	YOR192C-B	YOR192C-B	TSS2082	XV:704418-709732	-
YOR192C-C	-	-	YOR192C-C	YOR192C-C	TSS845	XV:703987-704224	-
YOR193W	-	-	YOR193W	PEX27	TSS2199	XV:710445-711576	-
YOR194C	-	-	YOR194C	TOA1	TSS515	XV:711682-712543	-
YOR195W	-	-	YOR195W	SLK19	TSS1094	XV:712865-715331	-
YOR196C	-	-	YOR196C	LIP5	TSS2725	XV:715592-716837	-
YOR197W	-	-	YOR197W	MCA1	TSS3052	XV:717085-718384	-
YOR198C	-	-	YOR198C	BFR1	TSS4723	XV:718652-720065	-
YOR199W	-	-	YOR199W	YOR199W	TSS4892	XV:720180-721708	-
YOR200W	-	-	YOR200W	YOR200W	TSS5378	XV:720180-721708	-
YOR201C	-	-	YOR201C	MRM1	TSS1308	XV:720180-721708	-
YOR202W	-	-	YOR202W	HIS3	TSS2847	XV:721945-724725	-
YOR203W	-	-	YOR203W	YOR203W	TSS6627	XV:721945-724725	-
YOR204W	-	-	YOR204W	DED1	TSS1502	XV:721945-724725	-
YOR205C	-	-	YOR205C	GEP3	TSS1471	XV:725563-727234	-
YOR206W	-	-	YOR206W	NOC2	TSS3128	XV:727511-729644	-
YOR207C	-	-	YOR207C	RET1	TSS3452	XV:730007-733457	-
YOR208W	-	-	YOR208W	PTP2	TSS1297	XV:733924-736177	-
YOR209C	-	-	YOR209C	NPT1	TSS5413	XV:736436-737726	-
YOR210W	-	-	YOR210W	RPB10	TSS2389	XV:738319-738532	-
YOR211C	-	-	YOR211C	MGM1	TSS5794	XV:738923-741569	-
YOR212W	-	-	YOR212W	STE4	TSS824	XV:742909-744181	-
YOR213C	-	-	YOR213C	SAS5	TSS4309	XV:744534-745281	-
YOR214C	-	-	YOR214C	SPR2	TSS5474	XV:745592-746303	-
YOR215C	-	-	YOR215C	AIM41	TSS2501	XV:746724-747282	-
YOR216C	-	-	YOR216C	RUD3	TSS6954	XV:747524-748979	-
YOR217W	-	-	YOR217W	RFC1	TSS676	XV:749300-751895	-
YOR218C	-	-	YOR218C	YOR218C	TSS3485	XV:749300-751895	-
YOR219C	-	-	YOR219C	STE13	TSS2551	XV:752213-755009	-
YOR220W	-	-	YOR220W	RCN2	TSS6656	XV:755327-756125	-
YOR221C	-	-	YOR221C	MCT1	TSS5086	XV:756475-757558	-
YOR222W	-	-	YOR222W	ODC2	TSS4760	XV:758329-759253	-
YOR223W	-	-	YOR223W	DSC3	TSS6688	XV:759781-760660	-
YOR224C	-	-	YOR224C	RPB8	TSS5783	XV:760824-761265	-
YOR225W	-	-	YOR225W	YOR225W	TSS525	XV:761391-762084	-
YOR226C	-	-	YOR226C	ISU2	TSS6799	XV:761391-762084	-
YOR227W	-	-	YOR227W	HER1	TSS4307	XV:762824-766565	-
YOR228C	-	-	YOR228C	MCP1	TSS5397	XV:766868-767777	-
YOR229W	-	-	YOR229W	WTM2	TSS4483	XV:768408-769812	-
YOR230W	-	-	YOR230W	WTM1	TSS639	XV:770799-772113	-
YOR231C-A	-	-	YOR231C-A	YOR231C-A	TSS4446	XV:772600-774127	-
YOR231W	-	-	YOR231W	MKK1	TSS890	XV:772600-774127	-
YOR232W	-	-	YOR232W	MGE1	TSS5018	XV:774572-775259	-
YOR233W	-	-	YOR233W	KIN4	TSS326	XV:775845-778248	-
YOR234C	-	-	YOR234C	RPL33B	TSS6315	XV:778554-779405	-
YOR235W	-	-	YOR235W	IRC13	TSS407	XV:779869-780596	-
YOR236W	-	-	YOR236W	DFR1	TSS6718	XV:780905-781541	-
YOR237W	-	-	YOR237W	HES1	TSS6824	XV:781993-783298	-
YOR238W	-	-	YOR238W	YOR238W	TSS4235	XV:783676-784588	-
YOR239W	-	-	YOR239W	ABP140	TSS5325	XV:784856-786744	-
YOR241W	-	-	YOR241W	MET7	TSS2741	XV:786994-788641	-
YOR242C	-	-	YOR242C	SSP2	TSS1048	XV:788741-789857	-
YOR243C	-	-	YOR243C	PUS7	TSS6222	XV:790210-792241	-
YOR244W	-	-	YOR244W	ESA1	TSS5181	XV:792530-793868	-
YOR245C	-	-	YOR245C	DGA1	TSS5095	XV:794075-795332	-
YOR246C	-	-	YOR246C	ENV9	TSS4110	XV:795800-796793	-
YOR247W	-	-	YOR247W	SRL1	TSS3214	XV:797675-798315	-
YOR248W	-	-	YOR248W	YOR248W	TSS1119	XV:797675-798315	-
YOR249C	-	-	YOR249C	APC5	TSS4027	XV:798673-800731	-
YOR250C	-	-	YOR250C	CLP1	TSS4980	XV:800969-802307	-
YOR251C	-	-	YOR251C	TUM1	TSS328	XV:802549-803464	-
YOR252W	-	-	YOR252W	TMA16	TSS3626	XV:803666-804203	-
YOR253W	-	-	YOR253W	NAT5	TSS3478	XV:804376-804907	-
YOR254C	-	-	YOR254C	SEC63	TSS436	XV:805031-807023	-
YOR255W	-	-	YOR255W	OSW1	TSS6637	XV:807270-808107	-
YOR256C	-	-	YOR256C	TRE2	TSS3354	XV:808253-810683	-
YOR257W	-	-	YOR257W	CDC31	TSS5692	XV:811007-811493	-
YOR258W	-	-	YOR258W	HNT3	TSS6608	XV:811670-812324	-
YOR259C	-	-	YOR259C	RPT4	TSS5216	XV:812394-813708	-
YOR260W	-	-	YOR260W	GCD1	TSS574	XV:813983-815720	-
YOR261C	-	-	YOR261C	RPN8	TSS2429	XV:815914-816931	-
YOR262W	-	-	YOR262W	GPN2	TSS450	XV:817291-818335	-
YOR263C	-	-	YOR263C	YOR263C	TSS4143	XV:818756-820158	-
YOR264W	-	-	YOR264W	DSE3	TSS4395	XV:818756-820158	-
YOR265W	-	-	YOR265W	RBL2	TSS3679	XV:820453-820774	-
YOR266W	-	-	YOR266W	PNT1	TSS2390	XV:821022-822294	-
YOR267C	-	-	YOR267C	HRK1	TSS6658	XV:822587-824867	-
YOR268C	-	-	YOR268C	YOR268C	TSS748	XV:825533-825932	-
YOR269W	-	-	YOR269W	PAC1	TSS3913	XV:826384-827869	-
YOR270C	-	-	YOR270C	VPH1	TSS3261	XV:828051-830574	-
YOR271C	-	-	YOR271C	FSF1	TSS5187	XV:831058-832042	-
YOR272W	-	-	YOR272W	YTM1	TSS1818	XV:832812-834195	-
YOR273C	-	-	YOR273C	TPO4	TSS2245	XV:834451-836431	-
YOR274W	-	-	YOR274W	MOD5	TSS1680	XV:837673-838960	-
YOR275C	-	-	YOR275C	RIM20	TSS1008	XV:839083-841069	-
YOR276W	-	-	YOR276W	CAF20	TSS5962	XV:841332-841823	-
YOR277C	-	-	YOR277C	YOR277C	TSS5585	XV:841332-841823	-
YOR278W	-	-	YOR278W	HEM4	TSS5419	XV:842816-843644	-
YOR279C	-	-	YOR279C	RFM1	TSS6937	XV:843697-844630	-
YOR280C	-	-	YOR280C	FSH3	TSS962	XV:844991-845792	-
YOR281C	-	-	YOR281C	PLP2	TSS4839	XV:846268-847320	-
YOR282W	-	-	YOR282W	YOR282W	TSS3179	XV:846268-847320	-
YOR283W	-	-	YOR283W	YOR283W	TSS3788	XV:847452-848145	-
YOR284W	-	-	YOR284W	HUA2	TSS183	XV:848477-849209	-
YOR285W	-	-	YOR285W	RDL1	TSS5974	XV:849634-850054	-
YOR286W	-	-	YOR286W	RDL2	TSS5475	XV:850279-850729	-
YOR287C	-	-	YOR287C	RRP36	TSS3274	XV:850936-851839	-
YOR288C	-	-	YOR288C	MPD1	TSS2424	XV:852120-853077	-
YOR289W	-	-	YOR289W	YOR289W	TSS3264	XV:853356-854112	-
YOR290C	-	-	YOR290C	SNF2	TSS3665	XV:855146-860258	-
YOR291W	-	-	YOR291W	YPK9	TSS3749	XV:861174-865593	-
YOR292C	-	-	YOR292C	YOR292C	TSS2974	XV:865652-866582	-
YOR293C-A	-	-	YOR293C-A	YOR293C-A	TSS4834	XV:867997-868147	-
YOR293W	-	-	YOR293W	RPS10A	TSS4779	XV:867097-867852	-
YOR294W	-	-	YOR294W	RRS1	TSS6083	XV:868339-868951	-
YOR295W	-	-	YOR295W	UAF30	TSS2175	XV:869207-869894	-
YOR296W	-	-	YOR296W	YOR296W	TSS4744	XV:870201-874071	-
YOR297C	-	-	YOR297C	TIM18	TSS6605	XV:874742-875321	-
YOR298C-A	-	-	YOR298C-A	MBF1	TSS5766	XV:877229-877685	-
YOR298W	-	-	YOR298W	MUM3	TSS5823	XV:875598-877038	-
YOR299W	-	-	YOR299W	BUD7	TSS2901	XV:878434-880883	-
YOR300W	-	-	YOR300W	YOR300W	TSS6898	XV:878434-880883	-
YOR301W	-	-	YOR301W	RAX1	TSS2951	XV:880964-882272	-
YOR302W	-	-	YOR302W	YOR302W	TSS2814	XV:882764-882842	-
YOR303W	-	-	YOR303W	CPA1	TSS5154	XV:882898-884134	-
YOR304C-A	-	-	YOR304C-A	BIL1	TSS2252	XV:888519-888750	-
YOR304W	-	-	YOR304W	ISW2	TSS4767	XV:884513-887876	-
YOR305W	-	-	YOR305W	RRG7	TSS6143	XV:889021-889750	-
YOR306C	-	-	YOR306C	MCH5	TSS7022	XV:889866-891432	-
YOR307C	-	-	YOR307C	SLY41	TSS854	XV:892730-894092	-
YOR308C	-	-	YOR308C	SNU66	TSS2083	XV:894623-896387	-
YOR309C	-	-	YOR309C	YOR309C	TSS5046	XV:896697-898360	-
YOR310C	-	-	YOR310C	NOP58	TSS2746	XV:896697-898360	-
YOR311C	-	-	YOR311C	DGK1	TSS2008	XV:899055-899928	-
YOR312C	-	-	YOR312C	RPL20B	TSS1961	XV:900249-901194	-
YOR313C	-	-	YOR313C	SPS4	TSS6184	XV:901857-902874	-
YOR314W	-	-	YOR314W	YOR314W	TSS3435	XV:903042-903372	-
YOR314W-A	-	-	YOR314W-A	YOR314W-A	TSS511	XV:904457-904568	-
YOR315W	-	-	YOR315W	SFG1	TSS2769	XV:904759-905800	-
YOR316C	-	-	YOR316C	COT1	TSS1519	XV:906235-907555	-
YOR316C-A	-	-	YOR316C-A	YOR316C-A	TSS3341	XV:907725-907935	-
YOR317W	-	-	YOR317W	FAA1	TSS6279	XV:909342-911445	-
YOR318C	-	-	YOR318C	YOR318C	TSS4727	XV:911783-912436	-
YOR319W	-	-	YOR319W	HSH49	TSS1145	XV:912821-913463	-
YOR320C	-	-	YOR320C	GNT1	TSS5873	XV:913618-915094	-
YOR321W	-	-	YOR321W	PMT3	TSS6485	XV:916029-918291	-
YOR322C	-	-	YOR322C	LDB19	TSS2432	XV:918605-921062	-
YOR323C	-	-	YOR323C	PRO2	TSS2014	XV:921534-922905	-
YOR324C	-	-	YOR324C	FRT1	TSS1298	XV:923231-925050	-
YOR325W	-	-	YOR325W	YOR325W	TSS1117	XV:923231-925050	-
YOR326W	-	-	YOR326W	MYO2	TSS4691	XV:925720-930445	-
YOR327C	-	-	YOR327C	SNC2	TSS3849	XV:930733-931081	-
YOR328W	-	-	YOR328W	PDR10	TSS3149	XV:931802-936497	-
YOR329C	-	-	YOR329C	SCD5	TSS863	XV:936730-939557	-
YOR329W-A	-	-	YOR329W-A	YOR329W-A	TSS1324	XV:936730-939557	-
YOR330C	-	-	YOR330C	MIP1	TSS3617	XV:939620-943385	-
YOR331C	-	-	YOR331C	YOR331C	TSS6049	XV:943564-944357	-
YOR332W	-	-	YOR332W	VMA4	TSS6323	XV:943564-944357	-
YOR333C	-	-	YOR333C	YOR333C	TSS2808	XV:944540-946008	-
YOR334W	-	-	YOR334W	MRS2	TSS65	XV:944540-946008	-
YOR335C	-	-	YOR335C	ALA1	TSS3270	XV:946232-949109	-
YOR335W-A	-	-	YOR335W-A	YOR335W-A	TSS888	XV:946232-949109	-
YOR336W	-	-	YOR336W	KRE5	TSS3328	XV:949772-953870	-
YOR337W	-	-	YOR337W	TEA1	TSS5346	XV:954343-956623	-
YOR338W	-	-	YOR338W	YOR338W	TSS2179	XV:956897-957989	-
YOR339C	-	-	YOR339C	UBC11	TSS6437	XV:958361-958832	-
YOR340C	-	-	YOR340C	RPA43	TSS6314	XV:959201-960182	-
YOR341W	-	-	YOR341W	RPA190	TSS5403	XV:960986-965981	-
YOR342C	-	-	YOR342C	YOR342C	TSS5950	XV:966665-967625	-
YOR343C	-	-	YOR343C	YOR343C	TSS1858	XV:968147-968474	-
YOR343W-A	-	-	YOR343W-A	YOR343W-A	TSS4034	XV:970577-975891	-
YOR343W-B	-	-	YOR343W-B	YOR343W-B	TSS4034	XV:970577-975891	-
YOR344C	-	-	YOR344C	TYE7	TSS1673	XV:977193-978069	-
YOR345C	-	-	YOR345C	YOR345C	TSS2679	XV:981811-984785	-
YOR346W	-	-	YOR346W	REV1	TSS2011	XV:981811-984785	-
YOR347C	-	-	YOR347C	PYK2	TSS6784	XV:984941-986462	-
YOR348C	-	-	YOR348C	PUT4	TSS562	XV:986898-988782	-
YOR349W	-	-	YOR349W	CIN1	TSS5449	XV:989788-992833	-
YOR350C	-	-	YOR350C	MNE1	TSS4797	XV:992863-994855	-
YOR351C	-	-	YOR351C	MEK1	TSS4429	XV:995017-996511	-
YOR352W	-	-	YOR352W	TFB6	TSS215	XV:997212-998244	-
YOR353C	-	-	YOR353C	SOG2	TSS448	XV:998452-1000828	-
YOR354C	-	-	YOR354C	MSC6	TSS3426	XV:1001146-1003225	-
YOR355W	-	-	YOR355W	GDS1	TSS4710	XV:1005136-1006705	-
YOR356W	-	-	YOR356W	CIR2	TSS5145	XV:1007220-1009116	-
YOR357C	-	-	YOR357C	SNX3	TSS5119	XV:1009223-1009712	-
YOR358W	-	-	YOR358W	HAP5	TSS5239	XV:1010160-1010889	-
YOR359W	-	-	YOR359W	VTS1	TSS980	XV:1011188-1012760	-
YOR360C	-	-	YOR360C	PDE2	TSS545	XV:1013240-1014821	-
YOR361C	-	-	YOR361C	PRT1	TSS4471	XV:1015360-1017652	-
YOR362C	-	-	YOR362C	PRE10	TSS4413	XV:1017879-1018746	-
YOR363C	-	-	YOR363C	PIP2	TSS4868	XV:1020221-1023212	-
YOR364W	-	-	YOR364W	YOR364W	TSS6386	XV:1023370-1025609	-
YOR365C	-	-	YOR365C	YOR365C	TSS5667	XV:1023370-1025609	-
YOR366W	-	-	YOR366W	YOR366W	TSS6563	XV:1023370-1025609	-
YOR367W	-	-	YOR367W	SCP1	TSS3417	XV:1026006-1026609	-
YOR368W	-	-	YOR368W	RAD17	TSS5875	XV:1026842-1028048	-
YOR369C	-	-	YOR369C	RPS12	TSS522	XV:1028193-1028625	-
YOR370C	-	-	YOR370C	MRS6	TSS3725	XV:1029182-1030994	-
YOR371C	-	-	YOR371C	GPB1	TSS5182	XV:1031488-1034182	-
YOR372C	-	-	YOR372C	NDD1	TSS1987	XV:1034806-1036471	-
YOR373W	-	-	YOR373W	NUD1	TSS2157	XV:1036833-1039389	-
YOR374W	-	-	YOR374W	ALD4	TSS1290	XV:1039839-1041399	-
YOR375C	-	-	YOR375C	GDH1	TSS2383	XV:1041677-1043042	-
YOR376W	-	-	YOR376W	YOR376W	TSS2310	XV:1043190-1043559	-
YOR376W-A	-	-	YOR376W-A	YOR376W-A	TSS6913	XV:1045195-1045351	-
YOR377W	-	-	YOR377W	ATF1	TSS6652	XV:1046225-1047803	-
YOR378W	-	-	YOR378W	AMF1	TSS3418	XV:1049510-1051064	-
YOR379C	-	-	YOR379C	YOR379C	TSS5508	XV:1049510-1051064	-
YOR380W	-	-	YOR380W	RDR1	TSS6324	XV:1051289-1052930	-
