,GENE,CHRM,MAAnc,onetoone,twice,half,9,,1,2,3,4,5,6,7,8,9,11,15,28,88,108,119,MAAnc
4033,YML070W,chrXIII,6.71525049,6.71525049,7.71525049,5.71525049,7.00586142,0.29061093,6.873238822,6.828693972,6.843598356,7.210738258,6.923070026,6.713728506,6.707201909,6.824469153,7.00586142,6.893990547,6.882852063,6.783991262,6.751246818,7.220844558,7.014734014,6.71525049
4034,YML071C,chrXIII,4.962418395,4.962418395,5.962418395,3.962418395,5.222005169,0.259586774,5.132019693,5.061577075,5.062856193,5.295173232,5.060487333,4.971256682,4.697525771,4.969285476,5.222005169,5.243846075,5.137233422,4.561339758,5.307830076,5.168837846,5.414311379,4.962418395
4035,YML072C,chrXIII,5.762707049,5.762707049,6.762707049,4.762707049,5.759373327,-0.003333721,5.858956748,5.852920948,5.803846593,6.122620951,6.117970502,5.77528499,5.584924509,5.961942945,5.759373327,5.607995722,5.915923225,5.938980939,5.580926645,6.870776103,5.724840066,5.762707049
4036,YML073C,chrXIII,6.259702206,6.259702206,7.259702206,5.259702206,6.300887371,0.041185165,6.157423654,6.209615544,6.30524607,4.483803659,6.37876294,6.256874158,6.154754967,6.407270444,6.300887371,6.091336814,6.503042068,6.115828408,6.570338739,6.395432746,5.904276602,6.259702206
4037,YML074C,chrXIII,7.393491189,7.393491189,8.393491189,6.393491189,7.492564885,0.099073696,7.483716964,7.416427243,7.489411708,7.572558625,7.565809823,7.433813693,7.384848517,7.512325339,7.492564885,7.424630794,7.515498921,7.208500938,7.428370927,8.028769776,7.445128698,7.393491189
4038,YML075C,chrXIII,4.586362763,4.586362763,5.586362763,3.586362763,4.683871773,0.09750901,4.556804686,4.57154523,4.565721471,4.417020952,4.773905726,4.586987928,4.384045052,4.504098962,4.683871773,4.510245775,4.667929791,4.325712883,4.478593041,4.959302677,4.528421571,4.586362763
4039,YML076C,chrXIII,5.988078703,5.988078703,6.988078703,4.988078703,5.612556725,-0.375521979,5.559413507,5.601270742,5.634775852,5.635957772,5.624396803,5.545183459,5.395165078,5.428568686,5.612556725,5.693588446,5.675211347,5.462375941,5.678282021,4.999852519,5.694400725,5.988078703
4040,YML077W,chrXIII,4.03600552,4.03600552,5.03600552,3.03600552,3.994313792,-0.041691727,4.292234155,4.260947593,4.246438647,3.949196483,4.13176097,4.308643352,4.249384066,4.461541729,3.994313792,4.224257064,4.030376364,4.231077284,4.61930004,4.499713104,4.386507153,4.03600552
4041,YML078W,chrXIII,7.769847003,7.769847003,8.769847003,6.769847003,7.936779913,0.166932911,7.638789149,7.714602522,7.611340228,7.615980671,7.953337743,7.805110075,7.459967139,7.432767498,7.936779913,7.711934512,8.125155076,7.311509778,7.678715717,7.144049586,7.651950011,7.769847003
4042,YML079W,chrXIII,6.679307402,6.679307402,7.679307402,5.679307402,6.646051238,-0.033256164,6.687028985,6.660245916,6.67420121,6.564503989,6.850488247,6.631330232,6.732658168,6.656940715,6.646051238,6.704191171,6.796404349,6.73142088,6.658883278,6.547408445,6.653181212,6.679307402
4043,YML080W,chrXIII,3.44953525,3.44953525,4.44953525,2.44953525,3.895336066,0.445800815,3.923935425,3.885600637,3.836778052,3.517001523,3.407488666,4.037444203,3.657225921,3.896674481,3.895336066,4.0932686,3.620116289,3.506591788,4.698233306,3.09784403,4.424093802,3.44953525
4044,YML081C-A,chrXIII,10.29658111,10.29658111,11.29658111,9.296581108,9.707325521,-0.589255587,9.67526955,9.906179449,9.72384432,9.095956893,9.982155947,10.06874025,10.06675491,9.439870343,9.707325521,9.969796907,10.07435632,10.12316441,9.989031526,7.284629192,9.640338352,10.29658111
4045,YML081W,chrXIII,6.144181999,6.144181999,7.144181999,5.144181999,5.942461296,-0.201720703,5.773481116,5.846189681,5.778230133,5.821903053,5.810779505,5.860622677,5.650832421,5.534850283,5.942461296,5.910612025,5.898020229,5.317794937,5.993003159,5.132993021,5.85242757,6.144181999
4046,YML082W,chrXIII,4.45507493,4.45507493,5.45507493,3.45507493,4.451855156,-0.003219774,4.189928481,4.196395736,4.232506933,4.074831094,3.969213328,4.342169867,3.707862076,4.130995193,4.451855156,4.28823588,4.215788558,3.383223245,4.381463377,4.330929599,4.421607153,4.45507493
4047,YML083C,chrXIII,3.348623102,3.348623102,4.348623102,2.348623102,3.482598009,0.133974907,2.940320339,2.906105621,2.911093874,2.882393352,2.883510753,2.763031278,2.541797475,2.495658518,3.482598009,3.298275396,3.248418035,2.310157835,3.463293142,1.341055376,3.574345803,3.348623102
4048,YML085C,chrXIII,6.865875498,6.865875498,7.865875498,5.865875498,6.932832307,0.066956809,6.727091645,6.757079043,6.695387484,6.381539713,7.162640974,6.776048782,6.502209045,6.480183458,6.932832307,6.970923127,7.370847718,6.365530587,6.976881457,5.871696281,6.854245643,6.865875498
4049,YML086C,chrXIII,5.915606288,5.915606288,6.915606288,4.915606288,5.907061085,-0.008545203,5.688992155,5.57947006,5.693186665,6.17060005,5.662558624,5.445059408,5.440718108,5.573661649,5.907061085,5.632807056,5.48941661,5.511859235,5.273807679,6.496476157,5.973380175,5.915606288
4050,YML087C,chrXIII,7.478908672,7.478908672,8.478908672,6.478908672,7.340597774,-0.138310898,6.745777599,6.851637894,6.765262469,6.621967799,6.68181304,6.87621976,6.515432733,6.118667018,7.340597774,7.32650154,7.267829075,6.30107164,7.136270307,4.042113647,7.477754456,7.478908672
4051,YML088W,chrXIII,6.010855611,6.010855611,7.010855611,5.010855611,5.894726914,-0.116128696,5.794218617,5.774451069,5.762928727,6.068830023,5.410838764,5.656256846,5.448159926,5.707101221,5.894726914,5.965015651,5.54795781,5.233341976,6.0200581,5.683489571,6.235264818,6.010855611
4052,YML089C,chrXIII,4.768983344,4.768983344,5.768983344,3.768983344,4.259643517,-0.509339827,3.919039665,4.17283414,4.042079178,4.742376975,3.987594811,4.081337199,4.037949153,3.553590598,4.259643517,4.298052038,3.90401474,4.155948936,4.058611169,1.88567018,4.098067343,4.768983344
4053,YML090W,chrXIII,2.81187413,2.81187413,3.81187413,1.81187413,2.708409818,-0.103464312,2.507286793,2.544633397,2.564978468,3.009185785,2.725156018,2.774042112,2.575835758,2.127197213,2.708409818,2.853183535,2.707195744,2.689984868,2.502984408,0.707071318,2.36351975,2.81187413
4054,YML091C,chrXIII,8.37773065,8.37773065,9.37773065,7.37773065,8.250291961,-0.127438689,8.157440625,8.238069101,8.207738097,9.042823512,8.349126511,8.354589518,8.104308164,7.884076489,8.250291961,8.270940835,8.364605275,7.976307728,8.071618416,7.383652527,8.128719335,8.37773065
4055,YML092C,chrXIII,6.646669895,6.646669895,7.646669895,5.646669895,7.271906172,0.625236277,7.193503799,7.103870999,7.109447997,7.54419572,6.973974797,7.025421542,7.008338178,7.303788728,7.271906172,7.113402395,6.935777747,7.120717418,7.173186526,7.869765115,7.302846511,6.646669895
4056,YML093W,chrXIII,4.933262337,4.933262337,5.933262337,3.933262337,4.843590256,-0.089672081,4.792278355,4.762881056,4.822145769,4.114826971,4.491250306,4.856600302,4.314628059,4.86933778,4.843590256,4.727901055,4.602009858,4.050242442,5.122923702,5.529571267,4.861334101,4.933262337
4057,YML094W,chrXIII,4.13306376,4.13306376,5.13306376,3.13306376,3.775342551,-0.357721209,3.768104358,3.71235017,3.817893456,2.528242302,3.645790771,3.642755711,3.469969996,3.802932741,3.775342551,3.956811897,3.799812057,3.413610746,4.248750845,3.608809604,4.01953959,4.13306376
4058,YML095C,chrXIII,3.498317482,3.498317482,4.498317482,2.498317482,3.535311467,0.036993986,3.523615689,3.427633626,3.48686136,3.448052929,3.343664969,3.33818184,3.544348523,3.379522454,3.535311467,3.626976774,3.467411718,3.406246536,3.771211858,2.882240616,3.759766559,3.498317482
4059,YML096W,chrXIII,3.922949037,3.922949037,4.922949037,2.922949037,3.975576491,0.052627454,4.099355787,4.110185368,4.104373668,4.099205722,4.148111046,3.901267624,3.899591881,4.074213497,3.975576491,3.990903252,4.257543276,3.573679456,4.550722324,4.273883906,4.201229132,3.922949037
4060,YML097C,chrXIII,3.984336994,3.984336994,4.984336994,2.984336994,4.158532172,0.174195178,4.113016661,4.022833903,4.145407182,4.090265893,3.801997084,3.939263291,3.687775662,4.125257913,4.158532172,4.150049789,3.999800375,3.545915328,4.561264043,4.183153154,4.489564448,3.984336994
4061,YML098W,chrXIII,5.917798065,5.917798065,6.917798065,4.917798065,5.69648665,-0.221311415,5.781458245,5.81286645,5.76940087,5.813546447,5.743212601,5.936790179,5.864214423,5.727624091,5.69648665,5.814019892,5.537358424,5.967749246,5.861524124,4.991716593,5.840650682,5.917798065
4062,YML099C,chrXIII,4.572831159,4.572831159,5.572831159,3.572831159,4.73082008,0.15798892,4.645012107,4.628832512,4.615601403,4.923307892,4.664724635,4.603629192,4.175275041,4.657891978,4.73082008,4.554425938,4.699122734,4.355038432,4.661142759,5.171248076,4.626780937,4.572831159
4063,YML100W,chrXIII,7.743578929,7.743578929,8.743578929,6.743578929,7.950448554,0.206869625,7.726035177,7.667725785,7.750359679,8.69757618,7.637388452,7.554563297,7.565602441,7.743304656,7.950448554,7.749850118,7.368213225,7.868796039,7.062488485,8.971620395,8.181063671,7.743578929
4064,YML101C,chrXIII,3.81943741,3.81943741,4.81943741,2.81943741,3.798197049,-0.021240361,3.632814778,3.534643445,3.737000741,4.060274526,3.663108559,3.315671057,4.005343102,3.510569272,3.798197049,3.731569587,3.516706601,3.430594329,3.232741452,3.769242231,3.790175013,3.81943741
4065,YML102W,chrXIII,3.885750618,3.885750618,4.885750618,2.885750618,4.13948816,0.253737542,3.83735038,3.814082151,3.785888565,3.673541551,4.133373018,3.787178894,3.513896817,3.520634225,4.13948816,4.150256666,4.281922315,3.490425607,3.763927828,3.062438783,4.088931791,3.885750618
4066,YML103C,chrXIII,4.27405661,4.27405661,5.27405661,3.27405661,4.235368158,-0.038688452,4.308734648,4.336748494,4.31626325,4.123046062,4.612368455,4.196281098,3.901798794,4.450392572,4.235368158,4.094483602,4.652444975,4.157322655,4.345215139,5.179550969,4.168605645,4.27405661
4067,YML104C,chrXIII,3.980303429,3.980303429,4.980303429,2.980303429,3.99645904,0.016155612,4.09073711,4.096812083,4.053643345,3.718044883,4.328717476,4.146709352,3.672069919,4.061785761,3.99645904,4.130003565,4.40219157,3.948470299,4.411960814,3.91687428,4.241907292,3.980303429
4068,YML105C,chrXIII,5.228912129,5.228912129,6.228912129,4.228912129,5.394799595,0.165887466,5.51695562,5.435319375,5.445160035,5.353675629,5.440056494,5.400633741,5.348327953,5.51536691,5.394799595,5.492602036,5.47171909,5.341136061,5.582917589,5.705349448,5.577393462,5.228912129
4069,YML106W,chrXIII,7.014654091,7.014654091,8.014654091,6.014654091,6.745933009,-0.268721082,6.991934946,6.959978845,7.02491651,6.504155643,6.944908236,6.971002107,6.74246941,7.182962849,6.745933009,6.853214957,7.071756941,6.737757138,7.380507831,7.488201306,6.698549283,7.014654091
4070,YML107C,chrXIII,3.887438592,3.887438592,4.887438592,2.887438592,4.127599654,0.240161062,4.301588029,4.282468057,4.249718425,3.79696153,4.230060294,4.4753767,4.09801523,4.436689995,4.127599654,4.235052366,4.238912737,4.199150543,4.62317946,4.612080259,4.426487199,3.887438592
4071,YML108W,chrXIII,4.442541664,4.442541664,5.442541664,3.442541664,4.461263216,0.018721551,4.401626939,4.423946845,4.320845151,4.324523253,4.061207681,4.51943001,4.190449346,4.404670012,4.461263216,4.386981333,4.20266915,4.179059503,4.856245809,3.969232801,4.538209738,4.442541664
4072,YML109W,chrXIII,3.673142651,3.673142651,4.673142651,2.673142651,3.962219018,0.289076367,3.764452983,3.803179154,3.680337673,3.867561856,3.739129152,3.540452609,3.080453551,3.487982066,3.962219018,4.020394361,3.97106307,3.101922784,4.184262404,3.18513057,4.355483939,3.673142651
4073,YML110C,chrXIII,8.597190075,8.597190075,9.597190075,7.597190075,8.633097701,0.035907627,8.41036724,8.422098514,8.468267397,8.154963679,8.412911212,8.375178104,8.498753022,8.175068954,8.633097701,8.58723312,8.457772494,8.309697887,8.306780935,7.76790267,8.509307875,8.597190075
4074,YML111W,chrXIII,4.894373645,4.894373645,5.894373645,3.894373645,4.748632344,-0.145741301,4.758347598,4.748665806,4.816838216,4.882114963,4.648671531,4.81094939,4.441807316,4.747636026,4.748632344,4.823984669,4.735984281,4.282031517,4.882066266,5.016248001,4.970139387,4.894373645
4075,YML112W,chrXIII,5.205199408,5.205199408,6.205199408,4.205199408,5.29359632,0.088396912,5.259437941,5.15779463,5.168822844,5.445357721,4.882074082,5.024140941,4.694356781,5.061503404,5.29359632,5.387612395,5.061081617,4.739780197,5.537945102,4.909064311,5.576936013,5.205199408
4076,YML113W,chrXIII,4.389082775,4.389082775,5.389082775,3.389082775,3.886116017,-0.502966758,3.612793591,3.702900564,3.708717824,3.513752482,3.69600803,3.499127646,3.082921756,3.440431091,3.886116017,3.811670832,3.924771908,3.159903615,3.833471562,2.953653643,3.806866438,4.389082775
4077,YML114C,chrXIII,4.540954255,4.540954255,5.540954255,3.540954255,4.674167411,0.133213156,4.55154466,4.576957896,4.623485757,4.84360732,4.568313504,4.668777467,4.408424333,4.576728583,4.674167411,4.541356808,4.499574186,4.623708496,4.725579474,4.47989458,4.719020079,4.540954255
4078,YML115C,chrXIII,5.798367023,5.798367023,6.798367023,4.798367023,5.73095429,-0.067412733,5.479812483,5.480960467,5.511428741,4.864633615,5.389521202,5.490856372,5.203008973,5.346405196,5.73095429,5.632372148,5.608151763,4.901880368,5.805977638,5.15143348,5.794046257,5.798367023
4079,YML116W,chrXIII,5.857242196,5.857242196,6.857242196,4.857242196,6.020776755,0.163534558,6.267815044,6.148783222,6.21934666,7.219988422,5.959165091,6.036360183,6.079702445,6.48689347,6.020776755,5.926368508,5.653365554,6.101846821,6.104335875,7.876909476,6.252464312,5.857242196
4080,YML117W,chrXIII,7.12882965,7.12882965,8.12882965,6.12882965,7.154894073,0.026064423,6.97006138,6.960701312,6.97215794,7.354231936,7.176564227,6.841077894,6.89655624,6.73069913,7.154894073,7.096280945,7.130662348,6.674676317,6.864805745,6.817145663,7.168879443,7.12882965
4081,YML117W,chrXIII,7.12882965,7.12882965,8.12882965,6.12882965,7.154894073,0.026064423,6.97006138,6.960701312,6.97215794,7.354231936,7.176564227,6.841077894,6.89655624,6.73069913,7.154894073,7.096280945,7.130662348,6.674676317,6.864805745,6.817145663,7.168879443,7.12882965
4082,YML118W,chrXIII,5.5738419,5.5738419,6.5738419,4.5738419,5.525421359,-0.048420541,5.325102933,5.291993957,5.457388165,5.361614375,5.737230436,5.392161355,5.633182104,5.068550278,5.525421359,5.477696516,5.501503392,5.450328367,5.247891993,4.446446056,5.359239659,5.5738419
4083,YML119W,chrXIII,5.756319291,5.756319291,6.756319291,4.756319291,5.777852636,0.021533344,5.697373349,5.790976291,5.815020736,5.532533613,5.986128145,5.757933883,5.766899475,5.647466615,5.777852636,5.863830943,5.963413019,5.867432971,6.100973625,5.18741693,5.851914335,5.756319291
4084,YML120C,chrXIII,10.20654558,10.20654558,11.20654558,9.20654558,10.04445745,-0.162088132,9.567933315,9.712288634,9.608608344,9.851602549,9.621610984,9.656463553,9.362660281,9.055379279,10.04445745,10.12566277,10.03643165,9.162219968,10.06554818,7.684862978,9.945059365,10.20654558
4085,YML121W,chrXIII,6.134943353,6.134943353,7.134943353,5.134943353,5.964342714,-0.170600639,5.959480743,5.929922993,5.944396429,5.564908018,5.980607543,6.026521063,5.822490049,5.86274199,5.964342714,5.995694962,5.9813831,5.643441734,5.90685527,5.78387479,6.100023222,6.134943353
4086,YML122C,chrXIII,2.190826112,2.190826112,3.190826112,1.190826112,1.938555604,-0.252270509,1.572011363,1.868697519,1.837637797,1.206369106,1.670421919,1.622863021,1.907462574,1.481458396,1.938555604,1.783463921,1.807023445,1.594838044,2.197421636,0.253276811,1.865366244,2.190826112
4087,YML123C,chrXIII,8.801562222,8.801562222,9.801562222,7.801562222,8.065382569,-0.736179653,8.272102197,8.506292073,8.440642217,8.475050059,7.869733039,8.898431859,7.980520351,8.691893817,8.065382569,7.916392415,7.598669389,8.485602091,8.646561244,9.004956286,7.825042934,8.801562222
4088,YML124C,chrXIII,5.105900844,5.105900844,6.105900844,4.105900844,5.51691945,0.411018606,5.613252073,5.594228787,5.505557108,5.284337831,5.716001108,5.512501346,5.336909402,5.896857107,5.51691945,5.473671288,5.748489627,5.552901663,5.705500852,6.799167131,5.381232147,5.105900844
4089,YML125C,chrXIII,5.467758274,5.467758274,6.467758274,4.467758274,5.682403598,0.214645324,5.563676831,5.515578833,5.411110571,5.612683107,5.166742504,5.419768954,4.804120937,5.577266496,5.682403598,5.630721431,5.61817663,4.746176485,6.154810415,5.765747381,5.950785774,5.467758274
4090,YML126C,chrXIII,5.151823913,5.151823913,6.151823913,4.151823913,5.625836237,0.474012324,5.561098807,5.496740737,5.496678706,4.765731014,5.874029163,5.45056969,5.273986351,5.534171553,5.625836237,5.608920743,5.944994734,5.597196197,5.652850401,5.653018936,5.471591509,5.151823913
4091,YML127W,chrXIII,4.660282697,4.660282697,5.660282697,3.660282697,4.860810309,0.200527612,4.894504728,4.884709365,4.89290758,5.11924297,4.720240012,4.677330257,4.719156814,4.933069597,4.860810309,4.983571791,4.795506663,4.506555588,5.226405405,5.161889435,5.21967197,4.660282697
4092,YML128C,chrXIII,9.109910678,9.109910678,10.10991068,8.109910678,9.045294172,-0.064616505,8.755923354,8.64889682,8.886292577,8.551513492,8.971906583,8.706539256,9.065033007,8.35841354,9.045294172,9.051657702,8.805628762,9.009409828,8.464593195,7.647981595,9.27546911,9.109910678
4093,YML129C,chrXIII,6.18613908,6.18613908,7.18613908,5.18613908,5.482449983,-0.703689096,5.334406412,5.469599377,5.31902379,5.273565173,5.331835859,5.304728499,5.439791941,5.098564072,5.482449983,5.65135135,5.531110467,5.670790599,5.47555371,3.325381004,5.302812861,6.18613908
4094,YML130C,chrXIII,6.588054524,6.588054524,7.588054524,5.588054524,7.819358977,1.231304453,7.667035604,7.562147143,7.449197862,7.982890128,7.111088942,7.10229766,7.121910335,7.871270983,7.819358977,7.606174349,7.207320633,6.900555568,7.979612445,9.328183105,8.483532266,6.588054524
4095,YML131W,chrXIII,9.066697673,9.066697673,10.06669767,8.066697673,10.10671154,1.040013862,9.784598613,9.66054071,9.60311825,10.78906789,9.757501266,9.462448635,9.545042068,9.578962452,10.10671154,9.77354195,9.410776673,9.940092677,9.570365417,9.922164708,10.38928797,9.066697673
4096,YML133C,chrXIII,0.786153354,0.786153354,1.786153354,-0.213846646,0.147008554,-0.6391448,0.419854552,0.110669165,0.100515205,-1.381356364,0.428291753,0.620648484,-0.2853046,-0.206168069,0.147008554,0.565201526,0.306188816,-0.557305247,1.878912936,-1.153983126,0.559860464,0.786153354
4097,YMR001C,chrXIII,4.395917946,4.395917946,5.395917946,3.395917946,4.389485095,-0.006432852,4.540518468,4.610797052,4.549086574,4.255882509,4.773432178,4.425630265,4.536325355,4.699344427,4.389485095,4.454850014,4.607969535,4.999778793,4.858313714,4.488505511,4.630179398,4.395917946
4098,YMR002W,chrXIII,8.949657549,8.949657549,9.949657549,7.949657549,8.970471388,0.02081384,8.59868988,8.709101757,8.601745072,8.34366481,8.633061307,8.52150644,8.574209027,8.167842109,8.970471388,9.095697499,9.028784199,8.476484093,9.03946528,6.535924713,8.940670117,8.949657549
4099,YMR003W,chrXIII,1.773859584,1.773859584,2.773859584,0.773859584,2.187154792,0.413295208,2.34357921,2.392127138,2.17703214,1.859013655,2.461224127,2.362616786,2.485339297,2.233116867,2.187154792,2.584021855,2.456611877,2.54211692,2.768030253,1.068101311,2.525737359,1.773859584
4100,YMR004W,chrXIII,5.743572147,5.743572147,6.743572147,4.743572147,5.972803254,0.229231107,5.86905236,5.812434099,5.814056927,6.745384814,5.632184385,5.726497473,5.631238693,5.806464323,5.972803254,5.93413362,5.524243829,5.623415671,5.712347321,6.191748032,6.189305569,5.743572147
4101,YMR005W,chrXIII,5.976308901,5.976308901,6.976308901,4.976308901,6.014319649,0.038010748,5.868256357,5.853819037,5.882094769,5.950530135,5.590328338,5.820344629,5.784508176,5.733604489,6.014319649,6.047552508,5.66190974,5.588290318,6.090291072,5.334331555,6.225397328,5.976308901
4102,YMR006C,chrXIII,5.202435274,5.202435274,6.202435274,4.202435274,5.13147403,-0.070961244,4.992631221,4.98667554,4.980966998,4.820339812,5.205938445,4.887648796,4.647809375,4.663328739,5.13147403,5.031717909,5.03348902,5.041296244,4.691190102,4.150522877,5.041917569,5.202435274
4103,YMR007W,chrXIII,2.315028006,2.315028006,3.315028006,1.315028006,2.342683147,0.027655141,1.983030307,2.29228045,2.292950346,1.889569102,2.564340374,2.31455498,2.245805113,2.174909702,2.342683147,2.07430833,2.369026375,2.074793587,2.040424288,2.3131418,2.130982819,2.315028006
4104,YMR008C,chrXIII,7.098932847,7.098932847,8.098932847,6.098932847,7.200891448,0.101958602,6.910158695,7.002118606,7.061921121,7.336746597,7.242297032,6.960711236,7.107133558,6.95008634,7.200891448,6.921901126,7.008973946,7.032307346,6.629338941,7.708668654,6.857251215,7.098932847
4105,YMR009W,chrXIII,6.342714037,6.342714037,7.342714037,5.342714037,6.575468727,0.23275469,6.518535222,6.441424358,6.425748679,6.635646159,6.340626487,5.896128319,6.067765474,6.473354374,6.575468727,6.574803032,6.481840167,5.894748985,6.57055419,7.468635225,6.515446238,6.342714037
4106,YMR010W,chrXIII,4.005133386,4.005133386,5.005133386,3.005133386,4.313118299,0.307984913,4.412637273,4.348338713,4.316910839,4.113975354,3.890340624,4.235793458,4.165508168,4.462027292,4.313118299,4.562893283,4.063969249,3.986942094,4.975549767,4.591710794,4.837321119,4.005133386
4107,YMR011W,chrXIII,3.584318615,3.584318615,4.584318615,2.584318615,3.684675001,0.100356386,3.90629327,3.793038236,3.901618684,4.335805267,4.086553615,3.701800776,3.423386187,4.141314519,3.684675001,3.410370365,3.761478946,3.328073759,3.697457648,6.261656369,3.701499066,3.584318615
4108,YMR012W,chrXIII,6.59393054,6.59393054,7.59393054,5.59393054,6.647047123,0.053116583,6.479782643,6.544868357,6.492456307,6.61139477,6.701172142,6.452633867,6.180073848,6.305067499,6.647047123,6.535999997,6.824721077,6.025561737,6.603305018,6.283496484,6.512178225,6.59393054
4109,YMR013C,chrXIII,3.499272315,3.499272315,4.499272315,2.499272315,3.576258668,0.076986352,3.633462986,3.713289862,3.684125231,3.594982932,3.353750604,3.749739638,3.492017063,3.790093513,3.576258668,3.619674554,3.470055189,3.508165317,3.942343908,3.859540291,3.63037762,3.499272315
4110,YMR013C,chrXIII,3.499272315,3.499272315,4.499272315,2.499272315,3.576258668,0.076986352,3.633462986,3.713289862,3.684125231,3.594982932,3.353750604,3.749739638,3.492017063,3.790093513,3.576258668,3.619674554,3.470055189,3.508165317,3.942343908,3.859540291,3.63037762,3.499272315
4111,YMR014W,chrXIII,4.718015408,4.718015408,5.718015408,3.718015408,4.740132413,0.022117005,4.885085182,4.775985232,4.775409739,4.79895667,4.356165381,4.717146171,4.243804516,4.93637758,4.740132413,4.855352161,4.513545462,4.14064094,5.298175462,5.458945676,5.034430754,4.718015408
4112,YMR015C,chrXIII,6.408558791,6.408558791,7.408558791,5.408558791,6.22083689,-0.1877219,6.0226496,6.054801344,6.145745599,4.731126719,6.038409673,6.508353749,5.748645478,6.012423248,6.22083689,6.289986581,6.263398907,6.037587324,6.131428626,5.79358544,6.108932726,6.408558791
4113,YMR016C,chrXIII,5.782582174,5.782582174,6.782582174,4.782582174,5.736136131,-0.046446043,5.435903409,5.443179311,5.310420506,5.673209519,5.430383983,5.185547444,4.709586476,5.165353819,5.736136131,5.555518622,5.686357945,4.821188688,5.71010189,5.199787572,5.684096304,5.782582174
4114,YMR017W,chrXIII,2.589195417,2.589195417,3.589195417,1.589195417,2.931705251,0.342509834,2.913984576,2.913567243,2.915123081,2.880286797,2.931524427,2.771741217,2.626012058,2.728879425,2.931705251,3.027436711,3.204940023,2.728535559,3.497676983,1.79706878,3.245043076,2.589195417
4115,YMR018W,chrXIII,1.956492573,1.956492573,2.956492573,0.956492573,1.811962921,-0.144529652,2.07269325,2.216316764,2.250772653,1.79250491,2.62691417,2.101035281,2.504920344,2.042394612,1.811962921,1.986087362,2.580603062,2.477168788,2.670621326,1.077600633,1.890531,1.956492573
4116,YMR019W,chrXIII,4.861240575,4.861240575,5.861240575,3.861240575,4.787108208,-0.074132367,4.886640788,4.882386778,4.917191217,5.035193199,4.920054971,4.998366423,4.766585197,4.82058466,4.787108208,4.782151802,4.898355909,4.860573562,5.01504014,4.531244914,4.733555887,4.861240575
4117,YMR020W,chrXIII,6.918033732,6.918033732,7.918033732,5.918033732,7.127921049,0.209887317,6.973344031,7.022234649,7.031089368,7.284203912,6.998397127,6.934068275,6.90013616,6.99158085,7.127921049,6.972184057,6.952613242,6.839556709,7.215056952,6.922688767,7.049893395,6.918033732
4118,YMR021C,chrXIII,5.853625172,5.853625172,6.853625172,4.853625172,6.046880119,0.193254947,5.930380069,5.936844219,5.962668854,6.078537999,5.704192487,6.0135572,6.073980307,5.882973587,6.046880119,6.092506667,5.718931622,6.00049816,6.144536124,5.443771068,6.181559882,5.853625172
4119,YMR022W,chrXIII,7.083759655,7.083759655,8.083759655,6.083759655,6.883089779,-0.200669876,6.908191898,6.953597797,6.919609759,7.049581876,6.903656292,6.949351476,7.029623108,6.777516512,6.883089779,6.993367248,6.96379409,7.109842861,6.931502374,6.055609935,6.880898643,7.083759655
4120,YMR023C,chrXIII,4.779236797,4.779236797,5.779236797,3.779236797,5.062323934,0.283087137,4.901368577,4.925316279,4.828602307,5.234244504,4.59372308,4.872106216,4.720875006,4.664667221,5.062323934,5.001956727,4.845299106,4.337986358,5.244598983,4.212814742,5.169697365,4.779236797
4121,YMR024W,chrXIII,4.633431088,4.633431088,5.633431088,3.633431088,4.980464501,0.347033413,4.813019604,4.834375032,4.833133567,5.099038133,4.604633225,4.869547794,4.623618054,4.702314569,4.980464501,4.844547066,4.732932232,4.400418933,4.937248331,4.75768415,4.977672781,4.633431088
4122,YMR025W,chrXIII,3.627644161,3.627644161,4.627644161,2.627644161,3.641225932,0.01358177,3.806238507,3.781946907,3.749312304,3.893835381,3.812878211,3.74742801,3.762860856,3.79693396,3.641225932,3.845626653,3.70830553,3.811189331,3.971758843,3.584466655,4.058940993,3.627644161
4123,YMR026C,chrXIII,5.42897126,5.42897126,6.42897126,4.42897126,5.577632251,0.148660991,5.518084962,5.531879052,5.571989576,5.515397459,5.467086096,5.578920092,5.594061063,5.470144222,5.577632251,5.525245138,5.491674729,5.444383159,5.775865443,5.060947995,5.599640684,5.42897126
4124,YMR027W,chrXIII,7.781661961,7.781661961,8.781661961,6.781661961,7.848167846,0.066505885,7.647929399,7.729574797,7.668938915,7.803843023,7.800549692,7.71072206,7.819451636,7.540618054,7.848167846,7.815236152,7.743554655,7.716096995,7.65137588,7.046348322,7.807988661,7.781661961
4125,YMR028W,chrXIII,5.349292066,5.349292066,6.349292066,4.349292066,5.297915697,-0.051376369,5.399701024,5.365571612,5.347972042,5.420161379,5.193260375,5.488908535,5.188254317,5.423842571,5.297915697,5.327989724,5.237737711,5.093132976,5.635567822,5.428862896,5.550999809,5.349292066
4126,YMR029C,chrXIII,5.869524543,5.869524543,6.869524543,4.869524543,6.016755615,0.147231072,6.058108582,5.985273681,6.002434515,5.992464039,6.164626403,5.80921067,6.016168964,5.86131172,6.016755615,6.168814777,6.163254327,5.81263035,6.027539174,5.830955464,6.112747174,5.869524543
